cpu,motherboard,gpu,ram,psu,price,type,rating
Intel Core i5-9500F @ 3.00GHz,MSI MPG Z390 GAMING EDGE AC,Radeon RX 6800 XT,G.Skill Ripjaws V 32 GB,Corsair HX1500i (2022),1812.8600000000001,Multimedia,28.399876438335003
AMD A6-9500E,ASRock X570 Steel Legend WiFi ax,Radeon Pro WX 8200,Kingston KVR16R11S4/8I 8 GB,NZXT C1200,2083.59,Multimedia,16.644589386587572
AMD Ryzen 3 1300X,ASRock X570 Phantom Gaming 4,NVIDIA TITAN Xp,G.Skill Trident Z RGB 96 GB,Asus TUF Gaming B,2488.9700000000003,Professional,21.7680405951056
Intel Core i5-12400F,ASRock B660 Steel Legend,GeForce RTX 3060 Ti,Crucial CT8G48C40U5 8 GB,Apevia Signature,993.3000000000001,Office,24.767945233061507
Intel Core i3-9300T @ 3.20GHz,Asus TUF Z390-PLUS GAMING (WI-FI),GeForce GTX 1650,Kingston FURY Renegade 32 GB,Antec True Power,1108.26,All-in-One,23.162254344648368
Intel Core i5-9600KF @ 3.70GHz,MSI Z390-A PRO,GeForce GTX 1650 SUPER,ADATA XPG SPECTRIX D50 16 GB,Thermaltake Toughpower GF3 TT Premium,1089.03,Office,21.22622884585365
Intel Core i3-10105 @ 3.70GHz,Asus ROG STRIX Z590-I GAMING WIFI,GeForce RTX 3090,Mushkin Proline 16 GB,Thermaltake Toughpower SFX,2456.9799999999996,All-in-One,14.522136932331566
Intel Core i5-12500,Gigabyte Z690 AORUS ELITE AX,GeForce GTX 1080 Ti,TEAMGROUP T-Force Delta RGB 32 GB,Corsair RM1000x (2021),1259.12,Gaming,20.692944278543745
Intel Core i5-12400F,MSI MPG Z790I EDGE WIFI,Radeon RX 5700 XT,Kingston KSM48R40BS8KMM-16HMR 32 GB,be quiet! Dark Power Pro 11,1463.7000000000003,Multimedia,35.0
Intel Pentium Gold G5500 @ 3.80GHz,ASRock Z370 Extreme4,GeForce GTX 1080 Ti,G.Skill Ripjaws 16 GB,EVGA 650BP,1894.06,All-in-One,16.264954647688036
Intel Core i5-10600 @ 3.30GHz,Asus TUF GAMING H570-PRO WIFI,Radeon RX 560,Kingston KVR13LR9S4/8HA 8 GB,SeaSonic FOCUS SPX (2021),847.88,Multimedia,33.02825871585602
Intel Core i3-10100 @ 3.60GHz,Asus Prime Z590-P WiFi,Radeon RX 5700 XT,G.Skill Ripjaws V 8 GB,Super Flower Leadex Titanium,1338.8700000000001,Office,14.207503342370803
Intel Core i5-12500T,MSI PRO H610M-G WIFI DDR4,Radeon RX 590,Kingston FURY Renegade 16 GB,SeaSonic FOCUS GX,1181.01,All-in-One,27.19248778587819
Intel Pentium Gold G6505 @ 4.20GHz,Asus ROG STRIX Z590-A GAMING WIFI,Radeon Pro WX 4100,AMD AE34G1609U1 4 GB,FSP Group Dagger Pro,1064.8899999999999,Gaming,10.14114133854201
Intel Core i5-7400 @ 3.00GHz,Gigabyte GA-Z270MX-Gaming 5,GeForce RTX 2080 Ti,Crucial CT32G4LFQ4213 32 GB,SeaSonic CORE GM,3453.2200000000003,Office,7.360666276692478
Intel Core i9-12900,ASRock Z690 Taichi,Radeon Pro W5700,G.Skill Ripjaws 16 GB,Corsair HX750i,2972.919999999999,Gaming,10.12331310630626
AMD Ryzen 7 3700X,Asus TUF GAMING B550-PRO,Radeon RX 5600 XT,Kingston Server Premier 32 GB,Thermaltake German,1316.89,All-in-One,28.362581536802615
AMD Ryzen 9 3900X,ASRock Fatal1ty B450 Gaming-ITX/ac,GeForce GTX 1060 5GB,G.Skill Ripjaws V 32 GB,Thermaltake Toughpower GX1,1165.4699999999998,Professional,23.640248140235272
Intel Core i7-10700F @ 2.90GHz,Gigabyte Z490 UD AC,GeForce GTX 1660 Ti,Silicon Power XPOWER Zenith RGB Gaming 32 GB,EVGA SuperNOVA 1000 G5,1104.5700000000002,Professional,26.740722634147225
AMD A10-9700E,Asus PRIME A320M-E,Radeon RX 6800,G.Skill Trident Z RGB 32 GB,Fractal Design Ion Gold,1366.97,Multimedia,33.558527253707105
Intel Core i9-12900F,MSI MAG B660M MORTAR DDR4,Radeon RX 5700,G.Skill Trident Z5 RGB 64 GB,Asus ROG LOKI,2066.32,Professional,21.818740562933137
Intel Core i5-12500T,MSI PRO H610M-G DDR4,GeForce RTX 3060,Kingston FURY Beast RGB 16 GB,Phanteks AMP v2,861.4,All-in-One,42.248897144183886
Intel Core i5-12600K,Asus ROG STRIX B760-I GAMING WIFI,Radeon RX 5700,OLOy MD4U162619BBSA 16 GB,SeaSonic S12II,1688.3400000000001,Multimedia,31.009453072248483
Intel Core i5-11400 @ 2.60GHz,MSI B560M PRO WIFI,GeForce RTX 2080,G.Skill Trident Z Royal 32 GB,Thermaltake Toughpower GF1 Snow - TT Premium,1246.22,Office,24.945836208695095
Intel Core i7-12700KF,Gigabyte H610M H DDR4,Radeon RX 6900 XT,Corsair Vengeance LPX 8 GB,MSI MPG A850G PCIE5,1747.05,All-in-One,24.991614435763143
Intel Core i9-9940X @ 3.30GHz,Asus Pro WS X299 SAGE II,Radeon RX 6800 XT,G.Skill Trident Z5 RGB 32 GB,Thermaltake Toughpower,2937.2799999999997,Multimedia,20.60596878744962
Intel Core i7-12700F,ASRock Z790 PG LIGHTNING,GeForce RTX 2080 SUPER,Mushkin Essentials 16 GB,Asus ROG-STRIX-850G,1384.25,Multimedia,39.80061405093011
Intel Core i5-9400T @ 1.80GHz,Asus ROG STRIX Z390-E GAMING,GeForce RTX 3090,Corsair Vengeance RGB Pro 64 GB,EVGA 850 GQ,2591.9799999999996,Professional,20.207524749419363
AMD Ryzen 9 5900X,Gigabyte B550 AORUS ELITE,GeForce RTX 2080 Ti,TEAMGROUP Elite 32 GB,Rosewill CFZ,1747.23,Multimedia,34.6425484910401
AMD Ryzen 7 5700G,ASRock B550 Taichi,Radeon RX 6700 XT,Kingston Server Premier 16 GB,Cooler Master V550 V2,1178.46,Office,22.13566858442374
Intel Celeron G3950 @ 3.00GHz,Asus ROG MAXIMUS XI HERO (WI-FI),Radeon RX 5700,Kingston KVR1333D3D4R9SK3/24G 24 GB,EVGA 700 GD,1702.92,Office,12.018180536960047
Intel Core i5-12600K,Asus TUF GAMING Z690-PLUS D4,GeForce GTX 1650,Kingston FURY Impact 8 GB,Super Flower Leadex V Platinum Pro,1130.08,Gaming,20.587746000283165
Intel Core i9-12900,ASRock B760 Pro RS/D4,Radeon Pro W5700,G.Skill Trident Z5 RGB 64 GB,Corsair CX550F,2665.7599999999993,Professional,16.84416451593542
AMD Ryzen 9 3900,MSI B550-A PRO,GeForce RTX 2060,Kingston FURY Beast 16 GB,ADATA XPG CORE Reactor 650,1217.22,All-in-One,26.631668884835936
AMD Ryzen 7 PRO 4750G,Asus PRIME B550M-K,Radeon Pro W5500,Kingston FURY Beast RGB 16 GB,Super Flower Leadex V Pro,1209.44,All-in-One,26.878389998677076
Intel Core i3-8300 @ 3.70GHz,ASRock H310CM-HDV,Radeon RX 5700,G.Skill Ripjaws V 128 GB,Vetroo GV1000,2304.62,Multimedia,22.95736390381061
AMD Ryzen 7 2700X,ASRock X570 Steel Legend WiFi ax,TITAN V,G.Skill Trident Z RGB 16 GB,SeaSonic SS-850HT Silver,2591.95,All-in-One,12.442678292405335
Intel Core i5-10500T @ 2.30GHz,MSI MPG B560I GAMING EDGE WIFI,Radeon Vega Frontier Edition,TEAMGROUP T-Force Vulcan 32 GB,Thermaltake Toughpower GF3 TT Premium,2336.96,Professional,13.49359852115569
Intel Core i9-10900KF @ 3.70GHz,Gigabyte Z590I AORUS ULTRA,GeForce GT 1030,Kingston FURY Renegade 32 GB,be quiet! Dark Power 13,939.87,Multimedia,35.01973677210678
Intel Pentium Gold G6400T @ 3.40GHz,Asus ROG STRIX Z590-I GAMING WIFI,Radeon RX Vega 56,Crucial CT16G4WFD8266 16 GB,SHARKOON SilentStorm,1450.85,Multimedia,23.961815487472865
Intel Pentium Gold G6605 @ 4.30GHz,MSI Z590-A PRO,Radeon RX 550,TEAMGROUP T-Force Vulcan alpha 32 GB,Super Flower LEADEX VII XG,659.03,Multimedia,37.64092681668513
Intel Core i5-11600K @ 3.90GHz,Gigabyte Z590 UD,GeForce GTX 1070 Ti,Crucial CT2K8G48C40U5 16 GB,Corsair RM650 (2019),1013.21,Gaming,21.71938689906337
AMD Ryzen 7 1800X,Asus STRIX X370-F GAMING,Radeon R5 330,Corsair Vengeance LPX 64 GB,Thermaltake Toughpower SFX,1241.67,Multimedia,18.163441171970007
Intel Core i3-10100F @ 3.60GHz,Asus ROG STRIX Z590-A GAMING WIFI,Radeon RX 5500 XT,G.Skill Trident Z Royal 32 GB,SeaSonic FOCUS Plus Platinum,1315.79,Professional,23.31223067510773
AMD Ryzen 7 PRO 3700,Gigabyte B550 UD AC,GeForce GTX 1650 SUPER,TEAMGROUP T-Force Vulcan 16 GB,In Win PB,1098.03,Multimedia,39.56176060763367
AMD Ryzen 5 3600XT,Gigabyte A520M H,Radeon RX 6600 XT,Crucial Ballistix Sport 16 GB,Razer Katana Chroma,1240.0700000000002,Professional,26.439233269089645
Intel Core i5-12500,ASRock B760M PG SONIC WiFi,GeForce GTX 1070 Ti,TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,Corsair TX850 V2,1397.96,Gaming,17.825760393716557
Intel Core i5-10400T @ 2.00GHz,Gigabyte Z590 AORUS ULTRA,Radeon RX Vega 64,G.Skill Trident Z 32 GB,SeaSonic FOCUS PX,1457.89,Professional,22.71639149730089
Intel Celeron G5900 @ 3.40GHz,MSI MAG Z590 TOMAHAWK WIFI,GeForce RTX 3060,Kingston KVR16N11S8K2/8 8 GB,be quiet! Pure Power 12 M,760.22,All-in-One,37.97532293283523
Intel Core i9-12900,Gigabyte B660I AORUS Pro DDR4,TITAN V,TEAMGROUP T-Force Delta RGB 32 GB,NZXT C (2019),3005.1399999999994,Gaming,10.919657653220815
Intel Core i5-10400F @ 2.90GHz,MSI MEG Z590 GODLIKE,GeForce GTX 1070 Ti,Corsair Vengeance LPX 32 GB,Fractal Design Anode Bronze,1158.45,All-in-One,29.75683024731322
Intel Core i5-12400,EVGA Z790 DARK K|NGP|N,GeForce GTX 1080 Ti,GeIL Orion AMD Edition 32 GB,Thermaltake TOUGHPOWER GF A3,1634.12,Office,20.80140993317504
Intel Core i5-12600,Asus PRIME B760-PLUS D4,GeForce GTX 1660 SUPER,Corsair Dominator Platinum RGB 32 GB,Corsair CX750M (2021),922.8900000000001,Multimedia,50.71460304044903
AMD Ryzen 7 2700,Asus PRIME X570-P,Radeon RX Vega 64,G.Skill F3-12800CL9D-8GBSQ 8 GB,LC-Power LC6560GP3 V2.3 230V,1815.3600000000001,Multimedia,22.599925083729946
Intel Core i7-10700KF @ 3.80GHz,Asus PRO Q570M-C/CSM,Radeon RX 5600 XT,OLOy Blade RGB 32 GB,be quiet! System Power 9,1334.18,Gaming,16.685679593458154
Intel Core i5-12600KF,ASRock Z790 Pro RS,GeForce RTX 2080 SUPER,Kingston FURY Beast RGB 32 GB,Asus ROG Strix,1432.3600000000001,Multimedia,37.80683627021139
Intel Core i5-10500 @ 3.10GHz,MSI MPG Z590M GAMING EDGE WIFI,Radeon RX 6800,Corsair Vengeance RGB Pro 64 GB,be quiet! Straight Power 11 850W,3073.7799999999997,All-in-One,14.87243719459428
AMD Ryzen 5 1600,Asus TUF GAMING X570-PLUS,GeForce RTX 3070,OLOy MD4U083016BJDA 16 GB,Cougar BXM850,1257.6699999999998,Gaming,14.426757416492404
AMD Ryzen 7 2700,Gigabyte B550 AORUS PRO AC,GeForce RTX 3070 Ti,G.Skill Ripjaws S5 32 GB,Thermaltake Smart BX1,1508.98,Professional,27.398308791369004
Intel Core i9-10900K @ 3.70GHz,Gigabyte Z490 AORUS ELITE,GeForce RTX 3070 Ti,Corsair Mac Memory 16 GB,SeaSonic S12III,1521.92,Gaming,16.585300147182505
Intel Core i3-12100,MSI MPG Z690 EDGE WIFI,GeForce RTX 3060,Kingston KVR16LE11/8I 8 GB,Super Flower LEADEX VII XG,1093.4,Gaming,19.101243826595937
AMD A10-9700E,Biostar B450MH,Radeon RX 570X,Patriot Signature 16 GB,Thermaltake Toughpower GF1 ARGB,769.07,Office,19.345443197628303
AMD PRO A12-9800,MSI MPG X570 GAMING EDGE WIFI,Radeon RX 5700,Patriot Viper Elite II 32 GB,EVGA 650BP,1573.51,Professional,22.551175397677806
Intel Core i5-11600T @ 1.70GHz,MSI H510I PRO WIFI,Radeon RX 570X,Kingston KTL-TS421/16G 16 GB,Super Flower Leadex Platinum SE,1122.95,Professional,18.488356560844206
AMD Ryzen 7 5700X,ASRock B550M PG RIPTIDE,NVIDIA TITAN Xp,Corsair CMSX4GX4M1A2400C16 4 GB,SeaSonic FOCUS SPX (2021),2248.96,Multimedia,20.637316804211725
AMD Ryzen 5 3600X,Gigabyte A520M S2H,GeForce GTX 1650 SUPER,Kingston Renegade Silver 16 GB,SeaSonic FOCUS Plus Platinum,972.29,All-in-One,30.261958880580902
Intel Core i5-11600KF @ 3.90GHz,MSI MPG B560I GAMING EDGE WIFI,Radeon RX 570X,Kingston FURY Renegade 16 GB,SeaSonic FOCUS PX,927.75,All-in-One,31.528967933171653
Intel Core i9-7940X @ 3.10GHz,Asus WS X299 SAGE,GeForce RTX 3060 Ti,Crucial CT16G48C40U5 16 GB,Corsair RM650x (2018),1887.39,All-in-One,19.467518636847707
Intel Core i9-11900K @ 3.50GHz,Gigabyte B560 AORUS PRO AX,GeForce RTX 3070 Ti,Kingston KTD-PE426/32G 32 GB,SeaSonic S12II,1721.7800000000002,Multimedia,32.576461568841545
Intel Pentium Gold G5600 @ 3.90GHz,Asus Prime Z370-P,GeForce GTX 1070 Ti,Kingston FURY Beast RGB 32 GB,CoolMax ZX-600,1027.04,Multimedia,39.1070454899517
Intel Core i5-12600K,NZXT N7-Z69XT-B1,Radeon RX 570X,Crucial CT2K102464BF186D 16 GB,MSI MPG A650GF,1009.69,Multimedia,44.87961651596034
AMD Ryzen 9 3900XT,Gigabyte B550 AORUS PRO AC,Radeon Pro W5500,Patriot Viper Steel 8 GB,PC Power & Cooling Silencer,1709.6399999999999,Multimedia,31.044254930862643
AMD Ryzen 5 5600G,Gigabyte A520 AORUS ELITE,Radeon RX 5700,Corsair Vengeance 4 GB,Corsair SF450,1460.01,Gaming,13.923671755672906
Intel Core i9-12900F,Asus TUF GAMING B760-PLUS WIFI D4,Radeon RX 5700,Kingston ValueRAM 2 GB,Enermax Revolution D.F.,1768.9,Office,14.172649669285994
AMD Ryzen 3 3300X,Asus TUF GAMING B550-PLUS (WI-FI),Radeon RX 6700 XT,Thermaltake TOUGHRAM XG RGB 16 GB,SeaSonic PRIME Ultra Platinum 1000,1576.76,Professional,21.928828737410893
Intel Core i7-9700E @ 2.60GHz,ASRock H310CM-HDV/M.2,GeForce RTX 2060,Silicon Power SP064GBSVU480F22 64 GB,Rosewill PHOTON-550,1288.18,Multimedia,33.069524445341486
Intel Core i9-9900 @ 3.10GHz,Asus ROG STRIX Z390-E GAMING,GeForce RTX 3060,Kingston ValueRAM 4 GB,Corsair HX750,1401.62,Multimedia,33.44451420499137
Intel Core i5-12500T,Asus PRIME H610M-A D4-CSM,Radeon RX 5500 XT,Kingston FURY Renegade 8 GB,Corsair CX550 (2017),887.03,Multimedia,48.05248976922991
Intel Core i5-10400 @ 2.90GHz,ASRock Z490 PG Velocita,GeForce GTX 1060 5GB,G.Skill Trident Z Royal 64 GB,Enermax Revolution D.F.,1469.82,Multimedia,27.050931406566793
Intel Core i9-11900KF @ 3.50GHz,ASRock H510M-HDV/M.2,Radeon VII,TEAMGROUP T-Force Delta RGB 32 GB,MSI MPG A850G PCIE5,2825.3900000000003,Office,12.0967370876233
Intel Core i5-12600,Gigabyte Z790 AORUS ELITE AX-W,GeForce GTX 1660,G.Skill Ripjaws V 64 GB,ADATA XPG CORE Reactor 650,1563.95,Multimedia,31.282329997762076
Intel Core i9-12900F,NZXT N7-Z69XT-B1,Radeon RX 580,Corsair ValueSelect 16 GB,Corsair RM750x,1405.24,Gaming,19.30268139250235
Intel Core i5-11600T @ 1.70GHz,Asus PRIME H410M-D,GeForce RTX 3060 Ti,Crucial CT4G4RFS8266 4 GB,SeaSonic PRIME PX-1300,1321.74,Office,14.302359011605914
Intel Core i3-12300,Gigabyte H610M S2H,Radeon RX 6700 XT,Mushkin Redline Lumina 64 GB,Corsair TX750 V2,1329.39,Multimedia,40.94923235468899
AMD Ryzen 9 3900,MSI MPG X570 GAMING EDGE WIFI,Radeon RX Vega 64,Kingston FURY Beast RGB 16 GB,Apevia Prestige,1821.73,Professional,15.544564781828264
AMD Ryzen 7 3800X,Asus Pro WS X570-ACE,TITAN V,TEAMGROUP Elite 16 GB,Silverstone Strider Platinum,2867.5499999999993,Multimedia,16.40337570399819
Intel Core i7-12700KF,ASRock Z690 Pro RS,Radeon VII,G.Skill Ripjaws S5 32 GB,Super Flower Leadex VI Platinum PRO,2689.91,Office,13.801205244785141
AMD Ryzen 5 3400G,Gigabyte B450M K,GeForce RTX 2060 SUPER,G.Skill Trident Z Neo 16 GB,SeaSonic PRIME Ultra Gold 850,1224.6100000000001,Office,16.78901854467953
AMD Ryzen 7 1800X,ASRock B450M Steel Legend,GeForce RTX 2060 SUPER,Kingston Server Premier 16 GB,Corsair TX850,1372.9299999999998,All-in-One,23.13009403247071
AMD Ryzen 9 3900XT,Gigabyte X570S AORUS ELITE AX,GeForce RTX 2070 SUPER,Kingston FURY Renegade 16 GB,EVGA SuperNOVA 650 P6,1734.6,Professional,18.335062838694803
Intel Core i5-9400 @ 2.90GHz,ASRock Z270 Killer SLI/ac,Radeon RX 5500 XT,Kingston FURY Beast 128 GB,SeaSonic CORE GM,2831.9500000000003,Professional,21.001076996415897
Intel Core i5-12500T,MSI PRO H610M-G WIFI DDR4,GeForce RTX 2060,Timetec 75TT36NU2R8-16GK2 32 GB,Gigabyte P550B,876.96,Office,39.34957124612296
AMD Ryzen 7 PRO 3700,Asus ROG STRIX B550-E GAMING,GeForce RTX 3080,Kingston KSM24ED8/16ME 16 GB,ADATA XPG PYLON,2448.9700000000003,Professional,15.22538046607349
AMD Ryzen 7 2700,Gigabyte B550I AORUS PRO AX,Radeon RX 6900 XT,Silicon Power XPOWER Zenith Gaming 64 GB,Corsair HX1000i (2022),2083.48,All-in-One,22.77746846621998
Intel Core i9-11900KF @ 3.50GHz,ASRock Z590 Extreme,GeForce GTX 1660,Patriot Viper Steel 16 GB,SeaSonic FOCUS,1151.13,Office,24.13107120829098
AMD Ryzen 7 1700X,ASRock B450 Pro4 R2.0,GeForce RTX 2060,Mushkin Redline 16 GB,Deepcool PX-G,966.4499999999999,All-in-One,29.259454705365002
AMD Ryzen 7 3700X,Asus ROG STRIX B550-F GAMING (WI-FI),GeForce RTX 2080 SUPER,Mushkin Redline Lumina 16 GB,Asus ROG Strix,1666.79,Gaming,13.385309487097954
AMD A10-9700E,Biostar B450MH,GeForce RTX 3080 Ti,TEAMGROUP T-Force Vulcan Z 16 GB,Thermaltake Toughpower GF3 TT Premium,1674.29,Multimedia,26.467039760137133
AMD Ryzen 9 3900,ASRock B550 Taichi,Radeon RX 5700 XT,G.Skill Ripjaws V 16 GB,Corsair SF450,1685.68,All-in-One,21.987803141758818
Intel Core i5-11400 @ 2.60GHz,Asus PRIME H510M-K,GeForce GTX 1070 Ti,Silicon Power XPOWER Zenith Gaming 32 GB,Lian Li SP850,907.35,Professional,37.90158152862732
Intel Core i5-10400 @ 2.90GHz,Gigabyte Z590 UD,GeForce GTX 1060 5GB,Crucial CT2KIT51264BA160BJ 8 GB,SHARKOON SilentStorm Cool Zero 750,966.75,Office,19.365916731316265
Intel Core i3-9300 @ 3.70GHz,Asus ROG STRIX Z370-F GAMING,GeForce GT 1030,Corsair Vengeance LPX 256 GB,Thermaltake Smart RGB,1625.17,Professional,53.565165490379464
Intel Core i3-9350KF @ 4.00GHz,ASRock H370M-ITX/ac,GeForce RTX 2080,Mushkin Silverline 16 GB,Cooler Master G700,1081.35,Office,20.71114810190965
AMD Ryzen 3 3200G,Gigabyte B550 AORUS ELITE,GeForce RTX 3080,Corsair Vengeance RGB 32 GB,Deepcool PQ650M,1558.7,Professional,27.00102649643934
AMD Ryzen 5 5500,Asus ROG STRIX B550-F GAMING (WI-FI),Radeon Pro W5500,Kingston FURY Beast 64 GB,EVGA 850 BQ,1319.71,All-in-One,32.397723742337334
Intel Pentium Gold G6400T @ 3.40GHz,ASRock B460M Steel Legend,GeForce GTX 1060 5GB,G.Skill Trident Z5 RGB 32 GB,GameMax RGB Rainbow,962.21,Gaming,13.837104166450152
AMD PRO A12-9800E,Gigabyte B450 AORUS ELITE V2,Radeon RX 6600 XT,OLOy MD4U082619BBSA 8 GB,Antec Basiq,916.45,All-in-One,31.173550111844623
Intel Core i3-12300,Asus TUF GAMING H670-PRO WIFI D4,GeForce GTX 1650 SUPER,G.Skill Trident Z RGB 96 GB,SeaSonic PRIME Ultra Gold 850,1383.01,Office,43.700334777044276
Intel Core i5-7600 @ 3.50GHz,Asus STRIX Z270-E GAMING,Radeon RX Vega 56,Crucial CT2K8G3ERSLS4160B 16 GB,Silverstone SFX,1911.1299999999999,All-in-One,14.587600006279008
AMD Ryzen 5 1600,Gigabyte B550M AORUS ELITE,Radeon RX 6700 XT,Corsair Dominator Platinum RGB 16 GB,SeaSonic PRIME Ultra Platinum 750,1102.78,All-in-One,30.730880139284356
Intel Core i9-11900T @ 1.50GHz,MSI Z590-A PRO,Radeon Pro W5500,Crucial CT2K4G3S1339M 8 GB,Corsair RM750x White,1357.48,All-in-One,23.762265374075493
AMD A6-9500E,ASRock A520M-ITX/ac,GeForce GTX 1070 Ti,Kingston KCP424SS6/4 4 GB,Corsair TX750 V2,999.91,Professional,25.99233931053795
AMD Ryzen 5 1600X,Asus ROG Crosshair VIII Formula,GeForce GTX 1070 Ti,TEAMGROUP T-Force Vulcan 32 GB,Gigabyte UD750GM,1264.42,Multimedia,35.39290742000284
Intel Celeron G4950 @ 3.30GHz,ASRock C246M WS,Radeon RX 6800,Patriot Viper 4 Blackout 8 GB,SeaSonic FOCUS,2188.61,Office,7.057447420965818
AMD Ryzen 3 2200G,Asus ROG Crosshair VIII Hero,NVIDIA TITAN Xp,G.Skill Trident Z Royal 16 GB,Thermaltake Toughpower SFX,2421.9699999999993,Gaming,6.316469650738863
AMD Ryzen 7 5700X,ASRock B450M PRO4 R2.0,GeForce RTX 3090,Mushkin Enhanced Redline Stiletto 32 GB,SeaSonic FOCUS Plus 550 Gold,2393.95,Multimedia,23.681572296831597
Intel Core i9-10900K @ 3.70GHz,ASRock B560M Pro4,Radeon RX 6900 XT,PNY Optima 4 GB,Montech TITAN GOLD 1200W,2003.3,Office,10.284031348275345
AMD Ryzen 5 3500X,Asus ROG STRIX B550-F GAMING WIFI II,GeForce GTX 1660 SUPER,Mushkin Redline 16 GB,EVGA 850 BQ,903.0500000000001,All-in-One,33.13238469630696
AMD Ryzen 9 3900,MSI X570-A PRO,Radeon RX Vega 64,Corsair Vengeance RGB RT 16 GB,EVGA SuperNOVA 1000 GT,1826.23,Gaming,12.632472361093622
Intel Core i5-12400F,Asus PRIME B760M-A AX D4,GeForce GTX 1650 SUPER,Mushkin Enhanced Redline Stiletto 64 GB,Corsair SF850L,1043.0,Gaming,24.93604985618408
AMD Ryzen 5 3500X,ASRock A520M Phantom Gaming 4,GeForce RTX 2070 SUPER,Mushkin Redline 32 GB,Super Flower Leadex V Platinum Pro,1215.3200000000002,Multimedia,37.602853569430266
AMD Ryzen 3 1300X,ASRock B550 Extreme4,Radeon RX 5700 XT,Kingston Server Premier 16 GB,be quiet! Dark Power 13,1320.62,Office,14.36900849600945
Intel Core i5-12600KF,MSI PRO Z690-A WIFI,GeForce RTX 2070 SUPER,G.Skill Trident Z5 RGB 64 GB,EVGA SuperNOVA 850 GM,1426.76,All-in-One,33.44977431382994
Intel Core i7-11700F @ 2.50GHz,ASRock Z590 PG Velocita,GeForce RTX 2060,Corsair Vengeance RGB Pro SL 32 GB,EVGA 500 BR,989.84,Office,33.17101753818798
AMD Ryzen 5 3400G,Gigabyte B550M DS3H AC,GeForce GTX 1650,Kingston FURY Beast 16 GB,NZXT C750 (2022),726.96,Multimedia,41.192775393419176
Intel Core i3-7300T @ 3.50GHz,ASRock Z270 Killer SLI,GeForce GTX 1660 Ti,Timetec PINNACLE Konduit 8 GB,Thermaltake Toughpower GX2,2338.1499999999996,Gaming,5.119389260740329
AMD Ryzen 5 5500,ASRock B450 Steel Legend,GeForce RTX 2080,Kingston Renegade Silver 32 GB,SeaSonic Prime Fanless PX-450,1339.59,Professional,27.848819414895605
Intel Core i5-10600KF @ 4.10GHz,Asus TUF GAMING B560M-PLUS WIFI,Radeon RX 5700,TEAMGROUP T-Force Delta RGB 32 GB,EVGA SuperNOVA 850 GT,1533.38,Multimedia,30.9952523184077
AMD Ryzen 5 PRO 4650G,Gigabyte X570S AORUS ELITE AX,GeForce RTX 3070,Neo Forza MARS 16 GB,Phanteks AMP v2,1392.8200000000002,All-in-One,25.56841515773754
Intel Pentium Gold G6500 @ 4.10GHz,Asus PRIME H510M-D,GeForce RTX 3090,Kingston KVR26S19D8/16 16 GB,Deepcool PX-G,2322.45,Office,9.19115589140778
Intel Core i5-9600KF @ 3.70GHz,ASRock Z270 Killer SLI,Radeon Pro W5500,Corsair Vengeance 32 GB,be quiet! SFX Power 3 450,2620.87,Gaming,6.711549981494694
Intel Core i5-11400F @ 2.60GHz,Gigabyte Z490 AORUS MASTER,GeForce GTX 1070 Ti,Corsair Vengeance RGB 32 GB,be quiet! Straight Power 11,1372.47,Office,22.541840623110158
Intel Core i5-12400F,ASRock Z690 Steel Legend,NVIDIA TITAN Xp,Kingston KVR13S9S8K2/8 8 GB,Cooler Master MasterWatt,2091.96,Professional,13.279412608271668
AMD Ryzen 3 1200,ASRock B550 PG Velocita,Radeon RX Vega 64,Crucial CT8G3S1339M 8 GB,SeaSonic PRIME TX-750,1275.8799999999999,Professional,20.313822616547014
Intel Core i5-10600KF @ 4.10GHz,Asus PRIME Z490-P,GeForce RTX 3080,Crucial CT2K8G3S160BM 16 GB,FSP Group Hyper M85+,1582.1200000000001,Gaming,14.077566809091596
Intel Core i5-10600 @ 3.30GHz,MSI MAG Z590 TORPEDO,Radeon RX 5500 XT,Corsair Vengeance RGB RS 32 GB,PC Power & Cooling Silencer,1189.01,Professional,25.797932733955143
Intel Core i5-11600KF @ 3.90GHz,ASRock H470M-HDV,Radeon RX 580,Mushkin Essentials 2 GB,be quiet! Pure Power 11 600,805.71,Professional,25.435330329771254
AMD Ryzen 3 3300X,Gigabyte B550 AORUS PRO AC,GeForce GTX 1080 Ti,G.Skill Trident Z RGB 32 GB,SeaSonic VERTEX GX-1200,1788.1299999999999,Multimedia,26.24697309479736
AMD Ryzen 9 3900XT,Gigabyte B550 AORUS ELITE V2,GeForce RTX 2060 SUPER,Corsair Vengeance RGB Pro 64 GB,PowerSpec GFM,1626.07,Gaming,18.186732428493237
AMD Athlon X4 950,Gigabyte B550 AORUS MASTER,Radeon RX 580,G.Skill Trident Z 64 GB,Corsair CX750F,1099.4,Gaming,13.775150081862837
AMD Ryzen 7 4700G,MSI MEG B550 UNIFY-X,GeForce RTX 2070 SUPER,Lexar Hades RGB 16 GB,SHARKOON SilentStorm Cool Zero 750,1435.57,Multimedia,33.094171653071605
AMD Ryzen 7 1700,Gigabyte B550 AORUS PRO,GeForce GTX 1650 SUPER,TEAMGROUP T-Force Delta RGB 32 GB,Corsair RM850x,1184.5900000000001,Gaming,13.973611122835747
